0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-248.06247,156.75385,30.989433,3.2952268,6.665315,-7.262026,-16.63244,-13.230516,-8.973491,-10.399537,-5.2668605,-5.9067154,-6.838527,-8.628906,-7.3000093,-8.676075,-10.171885,-7.720318,-11.295018,-4.410593,-1.7242216,4.9620767,0.5691925,2.2130518,-4.0587273,-2.6726742,-2.0169427,-0.6112957,-1.534715,-2.5530195,-3.3353305,0.86480474,2.9545963,3.4128745,-0.32027364,-3.9421175,-5.2976704,-3.6066892,-6.228067,-5.215298
-118.08011,93.24721,1.4887438,25.340876,6.190096,7.2652893,1.7798994,1.1123925,-6.916126,3.4684095,-8.195502,-0.17484923,-8.695313,-4.864203,-3.083824,-4.446143,-6.486718,-1.1284087,-5.1861033,-1.0707135,-4.852916,-2.961633,-10.281323,-4.7082605,-6.2116895,-0.99773294,-3.771442,0.5875581,-5.2246947,-4.0148973,-3.6604354,0.06673101,-2.4404643,-0.75467545,-5.324693,-1.0186529,-4.006974,0.19707987,0.45434678,4.363851
-166.03493,145.06238,38.228275,21.918056,15.422211,16.352161,4.718468,4.287836,1.1117501,5.353243,-1.171104,1.9973124,-2.498112,3.7017593,-1.2328314,-1.7308797,-1.2400663,-2.9165823,-3.4504282,0.43796057,-6.7253003,-1.7286052,-6.894412,-3.3379092,-7.036096,3.3373792,-2.4819076,2.5141017,-2.4028735,-4.0145545,-4.6492395,-0.1977922,-1.6547196,4.740342,1.9480422,2.2507448,-2.4572482,-3.767533,-5.201344,-1.7648863
-75.25885,83.99004,-21.32742,20.064148,1.9018612,-2.9931505,3.4523697,2.8810747,-8.120268,8.581453,-5.32294,6.1139245,0.04381977,-0.21251358,0.1555959,2.4020677,-4.612008,4.0314174,-1.5810434,1.4397849,0.6457245,5.516827,-0.11049308,3.209561,-1.2370408,0.44664982,-3.913325,0.2767111,-3.36945,0.9897261,-3.2554688,-0.65416294,-3.9913654,-0.2658371,-3.0351012,0.33528885,-2.2614365,1.4376372,-2.7382853,-0.044405397
-49.85553,102.925476,11.944732,28.176132,4.749005,9.596111,1.8946619,12.2681465,-1.7686299,12.096274,-3.8276308,4.8620753,-0.9191941,1.7481076,-1.1432427,-0.5888287,-4.560634,3.5743594,-4.5525956,-0.32545722,0.12971504,4.181052,-3.7694023,-0.8373869,-5.9508963,-1.5413284,1.3776929,1.1721278,-5.0341287,-4.9896855,-6.788954,0.87321675,-1.3752568,-2.342399,-4.1740017,-3.0238104,-4.3626385,2.1197915,-1.1901287,4.097381
-132.8132,111.846725,8.892552,23.951735,15.001263,4.861463,5.5135546,-3.2415352,6.0534916,4.2774568,-3.5850477,-0.13676392,-5.556124,0.18707013,-7.8629932,-7.07632,-3.8673885,-7.4611077,-5.452812,1.0308812,-3.640995,0.27323058,-0.7825665,-3.3089545,-2.7626278,3.4655328,0.4754547,1.5863597,0.24062485,5.8029857,0.911297,2.6272223,-5.348815,-0.6582475,-2.382175,4.5093803,0.2013841,0.054617573,-0.3907739,3.9463654
-30.474903,85.26874,-5.686878,43.47779,19.212023,8.788947,4.8652906,9.492059,-0.445495,8.3725195,4.4052167,8.884146,-2.2591088,2.8041599,0.50462866,6.121141,-4.2821074,4.0971217,-1.0914369,3.137401,-3.435643,1.1928697,-5.1177654,3.6149905,-2.7365327,-0.27732894,-1.1318296,2.7781322,-4.959744,-3.843187,-3.4277308,0.28541178,1.894308,1.7686275,-1.6171347,1.5249211,-2.7340548,-2.789746,-1.501722,2.5059776
-36.540222,107.250046,2.0554204,14.4928465,13.503317,4.9189997,-3.9692237,15.794751,0.43834344,6.665808,1.1827536,-0.1982633,0.07139569,4.822152,5.4058623,8.138634,-2.9371953,9.144476,3.7412136,2.776433,2.0561597,1.4844108,-5.471433,0.34440812,-1.7573415,0.5762559,-1.9098986,2.8165114,-0.08149639,3.7799323,0.2728235,-0.3945938,-3.9636133,2.3649025,0.68476474,1.4846174,-3.3927329,1.8919781,-1.6165065,-1.9316937
-276.02682,119.21157,-60.45759,-12.939919,-12.734118,-20.21879,-27.904179,-23.046368,-16.882929,-4.8900867,-9.770794,-2.5263302,2.265965,3.0230794,-3.215197,5.196316,2.078805,-5.298823,-8.778781,-6.938673,-6.2859025,-0.6412781,2.4978402,2.079534,-4.5564065,0.32428676,-1.2864689,2.5811903,1.5692085,-6.2047772,-5.8711653,9.849293,4.653199,-0.69868773,-2.967489,-1.5909177,-10.101045,-8.420783,-4.6673155,1.2715843
-99.114815,86.330635,2.8555298,33.778778,14.575204,6.4495907,3.8785827,8.243908,-4.1394844,2.3899922,-0.9255898,-0.50463057,-2.816851,-0.07865795,-6.046517,0.6795291,-4.798675,0.2281987,-2.1284337,-0.8049792,-4.7580256,0.096122965,-5.848757,-2.5132334,-4.356062,0.6168343,0.81849784,4.5124426,-3.9770432,-4.341212,-5.2149816,0.62165636,-2.99876,0.26657632,-3.2156277,-0.46764874,-3.47736,0.054753352,-3.13897,-0.93394727
-43.88922,93.81197,2.9853096,19.720472,0.86868453,-7.5547414,2.8827064,-5.0091114,3.7272325,12.61845,-7.657263,4.936054,-0.19507316,1.3968534,-3.2460234,3.0766525,7.3788414,3.472485,-0.2561861,9.012902,2.3546226,9.771066,4.6381903,3.975248,0.81884694,5.2834554,-1.8158885,4.4971313,-4.0406575,-0.0028930947,-0.65553045,4.872759,-3.6551907,-0.7481892,-5.441115,-0.34930754,-3.5284762,1.5002872,-2.7989738,1.2011714
-76.4391,118.05593,12.195696,18.732006,13.782959,3.4898496,14.375996,-2.7380831,6.6578193,7.6016316,0.73336273,3.4795914,2.260253,4.38962,-2.7758288,3.4708521,-0.8814529,5.4452763,0.114837915,9.78044,3.7462,4.461377,0.98089004,-1.512404,-3.0182648,5.5165467,1.3431759,2.3870032,0.77989185,0.80094606,3.5781035,2.8919559,-4.188996,-3.06053,-3.7618237,2.3422084,-1.5767716,0.70879537,0.5608266,3.571381
-100.8075,104.381546,-13.214272,10.316653,-15.078901,-2.7540877,-4.180897,-0.33508882,0.8194098,-0.84201497,-2.564363,-0.8914322,-8.054596,2.6121614,-7.5027175,-5.4604263,-7.1379867,-0.20810275,-8.234516,4.155848,6.532389,5.677995,-2.7956357,-0.48995626,-4.4367843,-1.5946755,-4.7859325,5.274729,2.5500665,4.879369,-4.2797747,-0.55244696,-2.791833,-0.5551428,-3.0456161,1.5342361,0.7895757,4.98964,-1.4680237,4.405925
-11.216653,97.135284,6.2150884,19.265629,7.166568,11.521678,4.006322,7.409663,-0.4862171,8.104282,1.6053418,7.3529234,0.016059943,4.2975264,0.928546,5.5147634,-0.43321082,5.5288067,-1.4925156,4.27641,-0.49677107,2.076996,-3.9115217,1.1085194,-2.7680314,1.3505974,-0.30622256,4.9744987,-1.0946833,1.1326147,-2.240934,2.5503025,-0.54823124,2.0993047,-1.151823,0.63801074,-3.8414183,-0.64898974,-2.3255632,1.7043505
-100.99125,104.80077,2.678978,23.959768,9.68375,14.984207,13.42381,4.0972104,5.3407884,-3.475823,-2.6666732,-5.590039,-5.3898816,3.4484484,-5.7625127,1.019589,-6.4212008,0.40365797,-4.011932,1.2957835,-4.0035105,1.1520919,-0.27483582,0.17402783,-6.4105387,3.2738256,-4.245478,0.6389769,0.5285565,0.5111664,-6.0487895,-8.124178,-8.601566,-1.9702177,-3.2304618,0.40515304,-4.4315968,-4.189382,-5.124583,-0.44292253
-190.76636,102.88417,-1.5567573,-0.6508747,7.1751046,8.245889,-4.3692427,-1.2116953,-4.114699,-2.872628,-7.856946,-4.747834,-9.53692,-1.3565422,-4.964588,-3.8404145,-3.8786168,1.118797,1.7056416,2.613405,-3.1928756,-1.7749761,-0.7283418,4.4554477,3.1108212,2.8543844,-2.466836,0.44330865,2.9555209,1.0086733,-9.437746,-5.7824645,-0.83863455,3.2576685,1.933597,2.3746073,-2.4144018,-1.4815271,-7.5967283,-5.4334474
-34.72824,76.48953,-3.0324485,14.528677,-1.5554003,7.154441,-3.886381,10.806703,-1.1397921,5.3812704,1.8266271,5.221294,-2.1496363,1.2310387,2.5365734,1.2971023,-3.7032511,4.992658,-0.6221555,-3.353283,-4.2766323,4.352401,-6.077046,-4.5570054,-4.1459374,-0.83471465,-5.7865143,-2.2077432,-2.0230043,0.9141709,-4.197617,0.094426475,-5.5409274,-2.3656101,-4.9654856,0.10148976,-4.9295664,-1.8193152,-3.3470848,-3.6977746
-77.37277,106.65538,14.322925,28.36835,8.707709,11.481552,16.190546,5.3257475,6.3487444,2.5410128,1.9033197,-1.0745742,-3.4185116,2.137351,-3.850043,-3.1831684,-3.6321821,-2.977232,-5.1151257,5.596336,2.140022,2.6238327,3.868838,1.5172591,-6.160575,2.217735,-4.701541,0.7613094,-5.1798797,-4.4517155,-5.961571,0.06376315,-5.418331,-0.6360909,-6.7218714,-1.7038643,-3.7650027,-2.0962198,-3.3344214,1.598414
19.351309,117.284225,-11.857997,11.805655,1.7923282,12.341789,3.5196407,8.480693,-2.898559,10.358598,2.0561638,3.390102,0.033218287,3.4859114,-0.88213086,1.1668177,-2.3109808,1.2239211,-8.420427,1.2355988,-1.576996,1.8810289,-1.1913166,7.7826357,-1.6361825,-2.1827638,-5.1924267,1.4792008,-1.0099524,2.6913607,-8.739498,0.52454567,-3.2982252,1.1651685,-0.88593453,3.2165823,-6.023127,-1.2810031,-3.9942698,0.547148
17.898966,96.28932,3.4892642,21.766102,6.9610467,14.4981365,-3.4271348,5.8956127,0.63691807,0.7812609,1.2052186,5.4302945,-0.8553139,1.1645045,-5.735572,0.9916268,-4.84476,-0.7574711,-3.8346174,-0.23838231,-2.9238644,3.6539133,-1.7892643,4.7909274,0.6709414,1.8858651,-4.2271104,1.5092994,-3.750114,1.6206964,-0.62765664,-0.692391,-6.645504,-1.7912257,-5.1811295,0.93874276,-3.8942485,-1.6096528,-6.2466807,0.40723354
-46.407185,74.031044,-7.7596364,0.2970779,-6.7863665,-16.474773,-11.727688,-8.758167,-9.810141,-0.044563953,-15.10859,-4.655201,-7.113527,0.16437508,-2.8077505,3.0155218,-5.3693056,-1.9924864,-6.9346538,-4.6766562,-6.3277345,-3.4050045,-3.9879026,-2.075639,-5.2297254,-0.2615952,-2.913947,0.5504161,-3.644708,-1.6431948,-0.00679853,4.187719,1.5925771,2.5620897,-0.745625,2.6535609,0.078872725,3.8461587,2.9675264,6.648119
-22.286673,92.98149,8.9066925,18.408607,11.389213,5.4810376,1.3131834,10.948997,-4.4517555,7.111229,-2.043505,-1.5525795,-1.7756878,0.72881573,-4.3068786,1.2223018,-2.8571844,2.3158054,-2.3337324,3.640811,-0.90771246,3.1513722,-0.8297734,1.2998406,-5.766198,-1.608147,-0.52330023,-1.4049212,-8.95563,-0.51737446,-0.20695247,2.2684982,-2.630344,-2.8694522,-4.9636393,0.07478882,-3.571175,1.5816014,0.59150755,1.318479
-70.169914,96.15119,3.6961038,20.08518,1.4145147,1.9763635,-6.731033,1.6105256,-15.1966,1.8265663,-2.6549683,-5.967314,-5.280248,-2.5370352,-4.2164726,0.23781571,-3.7900643,-0.7791406,-0.97503537,-3.268918,-1.8278292,-0.8807144,-6.8478727,2.2324207,-4.1585684,-1.5080522,1.1357234,0.10515603,-1.4686269,4.68313,-0.30015546,2.6826458,-1.6191661,0.11532818,-1.8549788,1.4128567,-1.3023765,2.1658049,-3.104003,-0.70237184
52.137493,101.798645,-20.468363,25.979845,1.9377074,9.01819,2.1053145,8.472854,-4.0672193,12.652538,0.12608472,6.8372235,2.256282,3.35063,0.5745057,0.52990526,-3.158057,4.440769,-2.3182576,3.1184452,1.453417,4.0564585,-1.4885848,2.790476,-2.6358523,1.9920086,1.2786304,2.3176813,-6.5618997,0.8603686,1.5243369,3.3577929,-3.337582,-1.8513298,-5.140455,1.4227487,-1.7688042,1.5983732,-2.1530204,2.0989177
-80.17828,145.34953,19.563307,24.461248,7.4189854,11.602755,-3.151633,4.8775363,-6.5250115,1.976642,7.9764886,8.512632,-3.2649052,3.9349382,2.444136,-3.3761427,-0.7210507,3.0401611,-2.4415793,0.97701764,-6.147409,-0.5474197,-10.264008,-1.3926448,-5.096737,1.1017756,0.72883075,6.0031443,1.8124603,1.2616872,1.339187,2.6999938,-4.8716884,3.913108,0.017077658,0.32805315,-0.18922365,3.7571077,-1.657731,-4.088086
-7.586818,84.36806,-19.35019,11.623793,2.3609962,0.008686475,6.8482833,-6.432043,4.6951723,5.363497,-7.751332,6.3226438,-4.0321703,3.1317384,-3.6455379,1.6591604,2.1632283,5.165548,2.0901687,6.4548125,-3.153946,0.70737517,2.7908454,6.1609726,1.3816674,3.4753714,-5.045381,-1.0681401,-5.686563,0.38096544,-4.131852,1.1638633,-3.8143709,1.3750151,-2.2170954,3.0906413,-0.77552354,3.4218898,-1.6247772,1.6650902
-11.116893,91.808464,4.745045,14.642802,6.0797696,6.966932,4.399189,6.1117725,0.5928537,8.507859,-4.480569,4.259613,1.3260242,6.9417105,0.3879669,4.7741666,0.38706768,4.8081727,0.30857047,4.31588,-3.643613,3.0972419,-0.36810303,2.383636,-1.5562178,2.7918124,-1.5566303,2.5274198,-3.053411,2.329941,2.12485,3.5229707,-3.1978195,0.21998636,-2.4839158,2.4869685,-1.0687724,2.5466268,-1.3313843,-0.00797297
-164.6305,110.731026,0.76918894,4.947593,0.9995957,-6.1959944,-7.3514323,2.3618333,-9.816604,0.0045950296,-8.665681,-6.081832,-4.062463,-11.845182,-9.484013,-6.4559736,-14.569051,-3.9256823,-3.404619,-5.9418097,-7.1179123,-0.8030278,-8.578232,-3.8676722,-5.979958,-3.8505366,-2.0970087,2.8473008,-1.6778618,-0.58001244,-1.2781559,1.4549067,-1.946728,-0.86665803,-4.0226974,-3.176532,-4.9059997,-2.0377834,-1.6412933,0.6318868
-93.19943,116.57566,-4.8264194,23.236324,3.1957858,6.032579,-3.1676621,1.1886826,-4.5137925,2.7018669,-8.822366,-2.0100687,-10.409916,-4.9910254,-6.8783703,1.347225,3.010455,4.397502,-4.3594303,-2.751332,-5.4084477,1.0071359,-4.6804185,1.5735056,-3.9023554,-5.74088,-2.3380287,-2.3759916,-4.3046227,-6.2825127,-5.597836,2.377772,-0.6367049,-1.8465904,-6.178052,-1.8643899,-4.208871,-3.8966508,-4.210041,-0.90921056
12.016452,76.532936,-9.967452,30.69933,7.1228895,9.362952,3.2622452,12.039399,-2.663639,5.309267,-5.484924,-3.39126,-4.748504,-2.7603695,-6.821825,-1.3278881,-7.3151665,-0.5772784,-2.0869253,0.9712371,-6.3767524,-0.6365861,-4.0795007,-0.67148286,-5.0380116,0.4766136,-4.1876364,1.5994779,-4.7243366,1.3013284,-2.2666006,1.1712855,-2.8551548,2.1200125,-1.8767511,1.7900912,-2.611303,0.5104856,-0.4570876,1.9004521
8.761288,72.17099,-26.326498,26.624664,0.6275221,-0.12041305,7.9066343,3.2537475,5.1293097,4.1314564,2.6734092,9.119398,-1.0857669,2.7688272,-4.705717,-0.8719673,-0.45956406,0.6010769,-4.5710917,0.061956387,-4.7311506,-2.7188687,-5.7890835,-0.57899296,-3.7785158,0.62352085,-4.7052197,-3.9628816,-6.6562886,-1.912195,-4.6401978,0.6993157,-5.651007,-2.4898849,-4.054932,1.6721549,-2.3033035,0.21387586,-3.6551464,0.15224196
-38.732857,124.90447,1.3810464,23.88625,-2.2011187,0.5992795,1.0097364,-2.7478876,-1.7079316,3.4835424,-4.6023383,4.061681,-10.474968,1.51349,-7.843538,-4.3488593,-5.856895,-0.885386,-6.74912,-2.9160995,-4.5951934,0.118437394,-6.6672244,-0.0745207,-2.4723394,-3.374139,-5.860731,-2.5804112,-3.2385898,4.5582085,-0.92282903,-1.3579555,-6.631685,-4.119491,-4.3125367,1.5616807,-1.018293,0.92614406,-4.162489,-2.1284542
-28.081093,93.520805,-2.9511333,25.17144,3.5595465,7.9699936,3.883025,-0.30792043,6.0684805,-2.2959378,-4.952151,0.90296054,-6.577642,3.1772878,-8.553109,0.96920866,-8.779248,-1.6159275,-4.4828615,1.1367434,-5.516251,-2.7624521,-5.2036757,-2.6843865,-4.161912,2.0503063,-4.7057476,0.9269868,-2.9568546,0.933386,-2.6183884,-2.5410461,-5.611389,-0.8293626,-4.092275,2.2375102,-0.50993115,1.696252,-2.6031804,0.63460195
-120.63034,109.44998,-5.782012,7.0976505,0.9307836,1.8213707,7.5258994,-4.186225,-3.3794222,3.893172,-5.913294,2.2927628,-9.246698,0.09013947,-5.8697014,-3.33811,-4.3951316,-4.78479,-3.5818992,-0.62308264,-5.7409067,-6.7351856,-5.7253985,-3.720253,-6.3269625,0.6573334,-3.1914985,-0.599126,-2.8354316,-1.8536253,-3.3512003,-3.3471363,-5.3973675,-2.9541538,-4.4345827,-3.2627378,-6.5806665,-1.1190859,-0.72353506,-0.98469526
-85.2775,113.446625,19.23125,22.54346,8.858867,6.4483833,6.636755,1.0660999,-0.47624487,12.833289,10.169062,6.270038,-1.0410539,4.0483227,-3.8482573,3.1380455,-2.0133393,-0.63594246,2.6271114,9.591903,4.3304663,3.52428,-3.9412189,-2.774401,-2.9818017,5.249475,-0.79098445,-0.6030202,-1.9265354,3.566139,2.371445,2.2269285,-5.8898625,-3.4737053,-2.5107975,1.4260914,-3.3265698,-0.21877266,-1.0892714,3.3300085
-54.24969,73.67126,17.737694,18.271284,8.206276,-2.7698026,2.6801877,2.1693332,-3.1666105,7.3094497,4.7922096,2.961489,-3.8575528,5.632362,-5.175129,2.386538,-0.94408095,0.38722956,0.838727,10.217532,3.2736475,5.9937344,-3.0329525,-0.8234457,-5.2992067,4.650647,-3.7402384,0.9366714,-2.7964063,2.1612904,-0.47561827,1.4051677,-3.694468,-1.6722903,-3.1903558,-0.46029565,-3.0535476,0.54759645,-2.7970314,2.1063359
-55.429657,81.52543,30.55962,27.678318,-0.8685081,4.373158,1.39719,-5.282489,-0.6896461,4.9008465,-6.1552715,1.3219714,-2.0463617,2.9076204,-6.8081074,4.431765,-2.3676443,-1.0043577,-6.424718,-3.8074143,-6.6646843,2.3217957,0.45268178,4.6694527,-1.4682251,-0.0242972,-3.1361873,2.6223514,1.5762386,1.7827606,-2.5285962,2.868384,0.51038665,3.2376142,-0.27643707,0.20449622,-4.992386,-3.959506,-5.545367,-2.2692423
